Vegetation Type;BOUT ID;Date;Start;Species;Total grams per 30 min bout;Foragers;Grams/Forager Hr;Kcal/g;Source;n;return(400);return(300);return(240);return(180)
Renosterveld;177;09 December 2015;0,354166667;Muraltia spinosa;14;1;27.2;0.2666;Sp;1;7;5,344768242;4,222872877;3,00441028
Renosterveld;177;09 December 2015;0,354166667;Ornithogalum dubium;5;1;9.1;NA;NA;NA;0;0;0;0
Renosterveld;177;09 December 2015;0,354166667;Pelargonium carneum;37;2;36.3;0.4779;Gen;6;17;12,98015145;10,25554842;7,296424966
Renosterveld;177;09 December 2015;0,354166667;Pelargonium triste;34;1;68.0;0.6182;Sp;3;42;32,06860945;25,33723726;18,02646168
Renosterveld;178;09 December 2015;0,404166667;Ornithogalum dubium;21;2;20.4;NA;NA;NA;0;0;0;0
Renosterveld;178;09 December 2015;0,404166667;Watsonia aletroides;21;1;40.8;0.5955;Gen;5;24;18,32491969;14,47842129;10,30083525
Renosterveld;195;19 January 2016;0,356944444;Carpobrotus acinaciformis;60;2;59.9;0.6408;Sp;1;38;29,01445617;22,92416705;16,30965581
Renosterveld;196;19 January 2016;0,379861111;Carpobrotus acinaciformis;105;2;104.4;0.6408;Sp;1;67;51,15706746;40,41892611;28,75649839
Renosterveld;202;21 January 2016;0,430555556;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;207;21 January 2016;0,373611111;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;212;22 February 2016;0,390277778;Grewia occidentalis;5;2;4.5;NA;NA;NA;0;0;0;0
Renosterveld;238;10 March 2016;0,482638889;Cyphia digitata;32;2;31.8;0.2978;Sp;1;9;6,871844883;5,429407985;3,862813217
Renosterveld;239;10 March 2016;0,522222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;242;10 March 2016;0,388194444;Cyphia digitata;497;2;496.7;0.2978;Sp;1;148;113,0036714;89,28359798;63,52181735
Renosterveld;249;05 April 2016;0,423611111;Cyphia digitata;395;2;394.6;0.2978;Sp;1;118;90,0975218;71,18557136;50,64577329
Renosterveld;250;05 April 2016;0,451388889;Eriospermum paradoxum;628;2;628.2;0.1849;Gen;1;116;88,57044516;69,97903626;49,78737035
Renosterveld;251;05 April 2016;0,532638889;Cyphia digitata;25;1;49.9;0.2978;Sp;1;15;11,4530748;9,049013309;6,438022028
Renosterveld;251;05 April 2016;0,532638889;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;252;05 April 2016;0,561111111;Cyphia digitata;80;2;79.4;0.2978;Sp;1;24;18,32491969;14,47842129;10,30083525
Renosterveld;282;12 May 2016;0,499305556;Babiana ambigua;16;2;15.9;1.0744;Sp;1;17;12,98015145;10,25554842;7,296424966
Renosterveld;282;12 May 2016;0,499305556;Cyphia digitata;12;1;22.7;0.2978;Sp;1;7;5,344768242;4,222872877;3,00441028
Renosterveld;286;12 May 2016;0,390277778;Cyphia digitata;540;2;539.8;0.2978;Sp;1;161;122,9296696;97,12607618;69,10143644
Renosterveld;286;12 May 2016;0,390277778;Pelargonium rapaceum;132;2;131.5;0.3424;Sp;2;45;34,35922441;27,14703993;19,31406609
Renosterveld;292;13 June 2016;0,464583333;Cyphia digitata;554;2;553.4;0.2978;Sp;1;165;125,9838229;99,5391464;70,81824231
Renosterveld;293;13 June 2016;0,489583333;Eriospermum paradoxum;1447;2;1447.0;0.1849;Gen;1;268;204,6282698;161,6757045;115,0259936
Renosterveld;294;13 June 2016;0,519444444;Freesia caryophyllacea;80;2;79.4;NA;NA;NA;0;0;0;0
Renosterveld;306;16 June 2016;0,472916667;Pelargonium rapaceum;148;2;147.4;0.3424;Sp;2;50;38,17691602;30,1633777;21,46007343
Renosterveld;314;11 July 2016;0,591666667;Cyphia digitata;152;2;152.0;0.2978;Sp;1;45;34,35922441;27,14703993;19,31406609
Renosterveld;315;11 July 2016;0,614583333;Eriospermum paradoxum;522;2;521.6;0.1849;Gen;1;96;73,29967875;57,91368518;41,20334098
Renosterveld;316;11 July 2016;0,645833333;Cyphia digitata;30;1;59.0;0.2978;Sp;1;18;13,74368977;10,85881597;7,725626434
Renosterveld;316;11 July 2016;0,645833333;Freesia caryophyllacea;76;2;75.5;NA;NA;NA;0;0;0;0
Renosterveld;329;14 July 2016;0,481944444;Zero;0;2;0;0;Sp;1;0;0;0;0
Renosterveld;330;14 July 2016;0,550694444;Pelargonium rapaceum;130;2;129.3;0.3424;Sp;2;44;33,59568609;26,54377237;18,88486462
Renosterveld;348;09 August 2016;0,411111111;Eriospermum paradoxum;143;2;142.9;0.1849;Gen;1;26;19,85199633;15,6849564;11,15923818
Renosterveld;348;09 August 2016;0,411111111;Tritonia squalida;109;2;108.9;NA;NA;NA;0;0;0;0
Renosterveld;349;10 August 2016;0,43125;Pelargonium rapaceum;490;2;489.9;0.3424;Sp;2;168;128,2744378;101,3489491;72,10584672
Renosterveld;350;10 August 2016;0,465972222;Freesia caryophyllacea;50;2;49.9;NA;NA;NA;0;0;0;0
Renosterveld;351;10 August 2016;0,5375;Cyphia digitata;14;1;27.2;0.2978;Sp;1;8;6,108306563;4,826140431;3,433611749
Renosterveld;351;10 August 2016;0,5375;Freesia caryophyllacea;5;1;9.1;NA;NA;NA;0;0;0;0
Renosterveld;351;10 August 2016;0,5375;Pelargonium pinnatum;127;2;127.0;0.4779;Gen;6;61;46,57583754;36,79932079;26,18128958
Renosterveld;352;10 August 2016;0,572916667;Cyphia digitata;82;1;163.3;0.2978;Sp;1;49;37,4133777;29,56011014;21,03087196
Renosterveld;352;10 August 2016;0,572916667;Eriospermum paradoxum;46;1;90.7;0.1849;Gen;1;17;12,98015145;10,25554842;7,296424966
Renosterveld;352;10 August 2016;0,572916667;Freesia caryophyllacea;46;2;45.4;NA;NA;NA;0;0;0;0
Renosterveld;366;12 August 2016;0,411111111;Cyphia digitata;59;2;59.0;0.2978;Sp;1;18;13,74368977;10,85881597;7,725626434
Renosterveld;367;31 August 2016;0,647222222;Babiana ambigua;32;2;31.8;1.0744;Sp;1;34;25,96030289;20,51109683;14,59284993
Renosterveld;373;02 September 2016;0,477777778;Freesia sp;23;2;22.7;NA;NA;NA;0;0;0;0
Renosterveld;373;02 September 2016;0,477777778;Schotia afra;27;1;54.4;0.2463;Sp;1;13;9,925998164;7,842478201;5,579619091
Renosterveld;377;03 September 2016;0,605555556;Eriospermum capense subspp capense;213;2;213.2;0.1849;Gen;1;39;29,77799449;23,5274346;16,73885727
Renosterveld;381;04 September 2016;0,470138889;Babiana ambigua;37;1;72.6;1.0744;Sp;1;78;59,55598899;47,05486921;33,47771455
Renosterveld;381;04 September 2016;0,470138889;Babiana sp;27;1;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Renosterveld;381;04 September 2016;0,470138889;Satyrium longicolle;50;1;99.8;0.1544;Gen;1;15;11,4530748;9,049013309;6,438022028
Renosterveld;384;04 September 2016;0,51875;Satyrium sp;46;1;90.7;0.1544;Gen;1;14;10,68953648;8,445745755;6,00882056
Renosterveld;398;18 October 2016;0,618055556;Zero;0;1;0;0;Sp;1;0;0;0;0
Renosterveld;399;18 October 2016;0,397222222;Cyphia digitata;300;1;598.7;0.2978;Sp;1;178;135,909821;107,3816246;76,3978614
Renosterveld;401;19 October 2016;0,521527778;Freesia alba;139;2;138.5;NA;NA;NA;0;0;0;0
Renosterveld;401;19 October 2016;0,521527778;Freesia caryophyllacea;50;1;99.8;NA;NA;NA;0;0;0;0
Renosterveld;422;11 November 2016;0,426388889;Albuca fragrans;50;2;49.9;NA;NA;NA;0;0;0;0
Renosterveld;423;11 November 2016;0,458333333;Babiana ambigua;35;2;34.3;1.0744;Sp;1;37;28,25091785;22,3208995;15,88045434
Renosterveld;425;11 November 2016;0,504861111;Freesia sp;145;2;145.1;NA;NA;NA;0;0;0;0
Renosterveld;440;06 December 2016;0,392361111;Satyrium carneum;295;2;294.8;0.1544;Gen;1;46;35,12276274;27,75030748;19,74326755
Renosterveld;441;07 December 2016;0,430555556;Babiana patula;27;1;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Renosterveld;441;07 December 2016;0,430555556;Freesia alba;96;2;95.3;NA;NA;NA;0;0;0;0
Renosterveld;441;07 December 2016;0,430555556;Pelargonium rapaceum;46;1;90.7;0.3424;Sp;2;31;23,66968793;18,70129417;13,30524553
Renosterveld;446;07 December 2016;0,397222222;Babiana patula;55;2;54.4;1.0239;Gen;3;56;42,75814594;33,78298302;24,03528224
Floodplain woodland;8;14 December 2014;0,475;Vachellia karroo;9;2;9.1;0.4480;Sp;1;4;3,054153281;2,413070216;1,716805874
Floodplain woodland;21;19 January 2015;0,651388889;Typha capensis;1633;3;1088.6;0.0462;Sp;1;50;38,17691602;30,1633777;21,46007343
Floodplain woodland;22;19 January 2015;0,652083333;Typha capensis;1237;2;1236.9;0.0462;Sp;1;57;43,52168426;34,38625057;24,46448371
Floodplain woodland;29;12 February 2015;0,388888889;Carpobrotus acinaciformis;4;2;3.4;0.6408;Sp;1;2;1,527076641;1,206535108;0,858402937
Floodplain woodland;29;12 February 2015;0,388888889;Carpobrotus edulis;33;2;33.0;0.2555;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;30;13 February 2015;0,417361111;Zero;0;1;0;0;Sp;1;0;0;0;0
Floodplain woodland;31;13 February 2015;0,48125;Vachellia karroo;232;2;231.3;0.4480;Sp;1;104;79,40798531;62,73982561;44,63695273
Floodplain woodland;37;04 March 2015;0,558333333;Typha capensis;241;2;240.4;0.0462;Sp;1;11;8,398921524;6,635943093;4,721216154
Floodplain woodland;39;04 March 2015;0,575;Cynanchum obtusifolium;6;1;10.9;0.7343;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;39;04 March 2015;0,575;Vachellia karroo;12;2;12.2;0.4480;Sp;1;5;3,817691602;3,01633777;2,146007343
Floodplain woodland;41;25 March 2015;0,559027778;Crassula cultrata;0;1;0;NA;NA;NA;0;0;0;0
Floodplain woodland;41;25 March 2015;0,559027778;Grewia occidentalis;6;1;10.9;NA;NA;NA;0;0;0;0
Floodplain woodland;41;25 March 2015;0,559027778;Vachellia karroo;32;2;32.2;0.4480;Sp;1;14;10,68953648;8,445745755;6,00882056
Floodplain woodland;41;25 March 2015;0,559027778;Viscum rotundifolium;36;1;70.8;NA;NA;NA;0;0;0;0
Floodplain woodland;44;26 March 2015;0,430555556;Vachellia karroo;533;2;532.5;0.4480;Sp;1;239;182,4856586;144,1809454;102,579151
Floodplain woodland;45;26 March 2015;0,4625;Vachellia karroo;354;2;353.6;0.4480;Sp;1;158;120,6390546;95,31627352;67,81383203
Floodplain woodland;63;08 June 2015;0,473611111;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;64;08 June 2015;0,501388889;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;66;08 June 2015;0,375;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;67;08 June 2015;0,397222222;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;86;08 July 2015;0,420833333;Cynanchum obtusifolium;469;2;469.0;0.7343;Sp;1;344;262,6571822;207,5240385;147,6453052
Floodplain woodland;87;08 July 2015;0,445138889;Oxalis pes-caprae;186;2;185.5;0.3206;Gen;1;59;45,0487609;35,59278568;25,32288665
Floodplain woodland;93;10 July 2015;0,665277778;Oxalis pes-caprae;101;2;100.7;0.3206;Gen;1;32;24,43322625;19,30456173;13,73444699
Floodplain woodland;94;10 July 2015;0,665972222;Oxalis pes-caprae;135;2;134.3;0.3206;Gen;1;43;32,83214777;25,94050482;18,45566315
Floodplain woodland;95;10 July 2015;0,666666667;Oxalis pes-caprae;102;2;102.1;0.3206;Gen;1;33;25,19676457;19,90782928;14,16364846
Floodplain woodland;154;11 November 2015;0,434027778;Cynanchum obtusifolium;12;2;12.2;0.7343;Sp;1;9;6,871844883;5,429407985;3,862813217
Floodplain woodland;155;11 November 2015;0,469444444;Cynanchum obtusifolium;28;2;28.1;0.7343;Sp;1;21;16,03430473;12,66861863;9,01323084
Floodplain woodland;179;10 December 2015;0,438888889;Vachellia karroo;18;2;18.1;0.4480;Sp;1;8;6,108306563;4,826140431;3,433611749
Floodplain woodland;183;10 December 2015;0,400694444;Vachellia karroo;39;2;38.6;0.4480;Sp;1;17;12,98015145;10,25554842;7,296424966
Floodplain woodland;205;21 January 2016;0,565972222;Vachellia karroo;23;2;22.7;0.4480;Sp;1;10;7,635383203;6,032675539;4,292014686
Floodplain woodland;213;23 February 2016;0,429166667;Vachellia karroo;222;2;222.0;0.448;Sp;1;99;75,59029371;59,72348784;42,49094539
Floodplain woodland;218;24 February 2016;0,428472222;Cyperus esculentus;111;2;111.2;0.4122;Gen;1;46;35,12276274;27,75030748;19,74326755
Floodplain woodland;221;24 February 2016;0,342361111;Cynanchum obtusifolium;12;1;22.7;0.7343;Sp;1;17;12,98015145;10,25554842;7,296424966
Floodplain woodland;221;24 February 2016;0,342361111;Grewia occidentalis;2;1;2.7;NA;NA;NA;0;0;0;0
Floodplain woodland;221;24 February 2016;0,342361111;Sideroxylon inerme;86;2;86.2;0.9953;Sp;1;86;65,66429555;51,88100964;36,9113263
Floodplain woodland;221;24 February 2016;0,342361111;Vachellia karroo;125;2;125.2;0.4480;Sp;1;56;42,75814594;33,78298302;24,03528224
Floodplain woodland;222;24 February 2016;0,394444444;Cynanchum obtusifolium;25;2;24.4;0.7343;Sp;1;18;13,74368977;10,85881597;7,725626434
Floodplain woodland;222;24 February 2016;0,394444444;Osyris compressa;7;1;13.6;NA;NA;NA;0;0;0;0
Floodplain woodland;243;12 March 2016;0,471527778;Vachellia karroo;252;2;251.5;0.4480;Sp;1;113;86,2798302;68,16923359;48,49976595
Floodplain woodland;254;06 April 2016;0,44375;Cynanchum obtusifolium;549;2;548.8;0.7343;Sp;1;403;307,7059431;243,1168242;172,9681918
Floodplain woodland;254;06 April 2016;0,44375;Vachellia karroo;181;2;181.0;0.448;Sp;1;81;61,84660395;48,86467187;34,76531895
Floodplain woodland;255;06 April 2016;0,526388889;Typha capensis;1307;4;653.2;0.0462;Sp;1;30;22,90614961;18,09802662;12,87604406
Floodplain woodland;262;07 April 2016;0,645833333;Sarcocornia sp;2023;2;2023.0;0.1203;Sp;1;243;185,5398118;146,5940156;104,2959569
Floodplain woodland;276;10 May 2016;0,691666667;Oxalis pes-caprae;250;4;124.7;0.3206;Gen;1;40;30,54153281;24,13070216;17,16805874
Floodplain woodland;279;11 May 2016;0,554861111;Conicosia pugioniformis;678;2;678.1;0.1558;Sp;1;106;80,93506196;63,94636072;45,49535567
Floodplain woodland;279;11 May 2016;0,554861111;Cyperus esculentus;261;2;260.8;0.4122;Gen;1;108;82,4621386;65,15289582;46,3537586
Floodplain woodland;283;12 May 2016;0,568055556;Typha capensis;771;2;771.1;0.0462;Sp;1;36;27,48737953;21,71763194;15,45125287
Floodplain woodland;285;12 May 2016;0,664583333;Zero;0;2;0;0;Sp;1;0;0;0;0
Floodplain woodland;295;13 June 2016;0,629861111;Conicosia pugioniformis;1495;2;1494.6;0.1558;Sp;1;233;177,9044286;140,5613401;100,0039422
Floodplain woodland;309;16 June 2016;0,645833333;Oxalis pes-caprae;114;2;113.4;0.3206;Gen;1;36;27,48737953;21,71763194;15,45125287
Floodplain woodland;313;11 July 2016;0,505555556;Sarcocornia sp;594;2;594.2;0.1203;Sp;1;71;54,21122074;42,83199633;30,47330427
Floodplain woodland;324;13 July 2016;0,503472222;Conicosia pugioniformis;844;2;843.7;0.1558;Sp;1;131;100,02352;79,02804956;56,22539238
Floodplain woodland;324;13 July 2016;0,503472222;Cyperus esculentus;34;2;34.0;0.4122;Gen;1;14;10,68953648;8,445745755;6,00882056
Floodplain woodland;324;13 July 2016;0,503472222;Oxalis pes-caprae;123;2;122.5;0.3206;Gen;1;39;29,77799449;23,5274346;16,73885727
Floodplain woodland;358;11 August 2016;0,554166667;Conicosia pugioniformis;232;2;231.3;0.1558;Sp;1;36;27,48737953;21,71763194;15,45125287
Floodplain woodland;358;11 August 2016;0,554166667;Trachyandra ciliata;458;2;458.1;0.2181;Sp;1;100;76,35383203;60,32675539;42,92014686
Floodplain woodland;360;11 August 2016;0,392361111;Sarcocornia capensis;1343;2;1342.6;0.1203;Gen;1;162;123,6932079;97,72934374;69,53063791
Floodplain woodland;379;03 September 2016;0,708333333;Tetragonia decumbens;2472;2;2472.1;0.0830;Sp;1;205;156,5253557;123,6698486;87,98630106
Floodplain woodland;379;03 September 2016;0,708333333;Trachyandra ciliata;195;2;195.0;0.2181;Sp;1;43;32,83214777;25,94050482;18,45566315
Floodplain woodland;394;17 October 2016;0,4125;Typha capensis;3321;2;3320.3;0.0462;Sp;1;153;116,821363;92,29993575;65,66782469
Floodplain woodland;397;18 October 2016;0,546527778;Lycium ferocissimum;18;1;36.3;NA;NA;NA;0;0;0;0
Floodplain woodland;397;18 October 2016;0,546527778;Microloma sp;90;2;89.8;0.6006;Gen;1;54;41,2310693;32,57644791;23,1768793
Floodplain woodland;397;18 October 2016;0,546527778;Pelargonium rapaceum;32;1;63.5;0.3424;Sp;2;22;16,79784305;13,27188619;9,442432308
Floodplain woodland;408;20 October 2016;0,375;Conicosia pugioniformis;1157;2;1156.7;0.1558;Sp;1;180;137,4368977;108,5881597;77,25626434
Floodplain woodland;408;20 October 2016;0,375;Cynanchum obtusifolium;13;1;24.7;0.7343;Sp;1;18;13,74368977;10,85881597;7,725626434
Floodplain woodland;408;20 October 2016;0,375;Cyperus esculentus;245;2;244.9;0.4122;Gen;1;101;77,11737035;60,93002295;43,34934832
Floodplain woodland;408;20 October 2016;0,375;Muraltia spinosa;64;2;63.5;0.2666;Sp;1;17;12,98015145;10,25554842;7,296424966
Floodplain woodland;408;20 October 2016;0,375;Osyris compressa;32;1;63.5;NA;NA;NA;0;0;0;0
Floodplain woodland;437;06 December 2016;0,570833333;Sarcocornia sp;567;2;567.0;0.1203;Sp;1;68;51,92060578;41,02219367;29,18569986
Floodplain woodland;450;08 December 2016;0,375694444;Conicosia pugioniformis;2690;2;2689.8;0.1558;Sp;1;419;319,9225562;252,7691051;179,8354153
Riparian;17;19 January 2015;0,450694444;Prionium serratum;2021;3;1347.1;0.1700;Sp;2;229;174,8502754;138,1482698;98,2871363
Riparian;18;19 January 2015;0,451388889;Prionium serratum;2263;2;2263.2;0.1700;Sp;2;385;293,9622533;232,2580083;165,2425654
Riparian;23;19 January 2015;0,386805556;Prionium serratum;2073;3;1382;0.1700;Sp;2;235;179,4315053;141,7678752;100,8623451
Riparian;24;19 January 2015;0,3875;Prionium serratum;1686;2;1685.8;0.1700;Sp;2;287;219,1354979;173,137788;123,1808215
Riparian;36;04 March 2015;0,538194444;Zero;0;2;0;0;Sp;1;0;0;0;0
Riparian;38;04 March 2015;0,5625;Zero;0;2;0;0;Sp;1;0;0;0;0
Riparian;40;25 March 2015;0,472916667;Prionium serratum;1042;2;1041.9;0.1700;Sp;2;177;135,1462827;106,778357;75,96865994
Riparian;42;25 March 2015;0,352777778;Prionium serratum;1739;2;1738.3;0.1700;Sp;2;295;225,2438045;177,9639284;126,6144332
Riparian;43;25 March 2015;0,396527778;Prionium serratum;2092;2;2092.0;0.1700;Sp;2;356;271,819642;214,7632492;152,7957228
Riparian;49;13 May 2015;0,461111111;Cyperus thunbergii;513;2;513.0;0.4122;Gen;1;211;161,1065856;127,2894539;90,56150987
Riparian;75;10 June 2015;0,563888889;Prionium serratum;746;2;746.2;0.1700;Sp;2;127;96,96936668;76,61497935;54,50858651
Riparian;76;10 June 2015;0,585416667;Prionium serratum;563;2;562.5;0.1700;Sp;2;96;73,29967875;57,91368518;41,20334098
Riparian;85;20 June 2015;0,578472222;Prionium serratum;1019;2;1018.3;0.1700;Sp;2;173;132,0921294;104,3652868;74,25185406
Riparian;91;10 July 2015;0,613194444;Prionium serratum;185;2;184.6;0.1700;Sp;2;31;23,66968793;18,70129417;13,30524553
Riparian;92;10 July 2015;0,613888889;Prionium serratum;1953;2;1952.7;0.1700;Sp;2;332;253,4947223;200,2848279;142,4948876
Riparian;174;09 December 2015;0,545138889;Prionium serratum;910;3;606.3;0.1700;Sp;2;103;78,64444699;62,13655805;44,20775126
Riparian;175;09 December 2015;0,545833333;Prionium serratum;259;2;258.5;0.1700;Sp;2;44;33,59568609;26,54377237;18,88486462
Riparian;228;26 February 2016;0,422222222;Typha capensis;1989;2;1989.0;0.0462;Sp;1;92;70,24552547;55,50061496;39,48653511
Riparian;229;26 February 2016;0,489583333;Prionium serratum;1232;2;1231.5;0.1700;Sp;2;209;159,5795089;126,0829188;89,70310693
Riparian;266;08 April 2016;0,543055556;Prionium serratum;453;2;453.1;0.1700;Sp;2;77;58,79245067;46,45160165;33,04851308
Riparian;307;16 June 2016;0,543055556;Prionium serratum;1023;2;1022.9;0.1700;Sp;2;174;132,8556677;104,9685544;74,68105553
Riparian;309;16 June 2016;0,645833333;Prionium serratum;404;2;403.7;0.1700;Sp;2;69;52,6841441;41,62546122;29,61490133
Riparian;326;13 July 2016;0,597916667;Typha capensis;2064;2;2063.8;0.0462;Sp;1;95;72,53614043;57,31041762;40,77413951
Riparian;327;13 July 2016;0,638194444;Typha capensis;597;2;596.5;0.0462;Sp;1;28;21,37907297;16,89149151;12,01764112
Riparian;328;14 July 2016;0,460416667;Zero;0;2;0;0;Sp;1;0;0;0;0
Riparian;331;14 July 2016;0,616666667;Prionium serratum;520;2;519.4;0.1700;Sp;2;88;67,19137219;53,08754475;37,76972923
Riparian;332;14 July 2016;0,617361111;Prionium serratum;1100;2;1100.0;0.1700;Sp;2;187;142,7816659;112,8110326;80,26067462
Riparian;344;09 August 2016;0,518055556;Typha capensis;2504;2;2503.8;0.0462;Sp;1;116;88,57044516;69,97903626;49,78737035
Riparian;353;10 August 2016;0,678472222;Prionium serratum;1438;2;1437.9;0.1700;Sp;2;244;186,3033502;147,1972832;104,7251583
Riparian;359;11 August 2016;0,608333333;Typha capensis;957;2;957.1;0.0462;Sp;1;44;33,59568609;26,54377237;18,88486462
Riparian;361;12 August 2016;0,452777778;Typha capensis;4509;2;4508.7;0.0462;Sp;1;208;158,8159706;125,4796512;89,27390546
Riparian;378;03 September 2016;0,6875;Typha capensis;2799;2;2798.7;0.0462;Sp;1;129;98,49644332;77,82151446;55,36698944
Riparian;385;04 September 2016;0,59375;Prionium serratum;0;2;0;0.1700;Sp;2;0;0;0;0
Riparian;402;19 October 2016;0,650694444;Cyperus textilis;259;2;258.5;0.4122;Gen;1;107;81,69860028;64,54962827;45,92455714
Riparian;407;20 October 2016;0,548611111;Typha capensis;3107;2;3107.1;0.0462;Sp;1;144;109,9495181;86,87052777;61,80501147
Riparian;411;09 November 2016;0,507638889;Trachyandra ciliata;835;2;834.6;0.2181;Sp;1;182;138,9639743;109,7946948;78,11466728
Riparian;411;09 November 2016;0,507638889;Typha capensis;799;2;798.3;0.0462;Sp;1;37;28,25091785;22,3208995;15,88045434
Riparian;424;11 November 2016;0,5;Typha capensis;572;2;571.5;0.0462;Sp;1;26;19,85199633;15,6849564;11,15923818
Riparian;428;11 November 2016;0,382638889;Cyperus textilis;705;2;705.1;0.4122;Gen;1;291;222,1896512;175,5508582;124,8976274
Riparian;428;11 November 2016;0,382638889;Prionium serratum;218;2;217.3;0.1700;Sp;2;37;28,25091785;22,3208995;15,88045434
Riparian;438;06 December 2016;0,597222222;Typha capensis;3366;2;3365.7;0.0462;Sp;1;155;118,3484397;93,50647086;66,52622763
Riparian;442;07 December 2016;0,481944444;Cyperus textilis;262;2;261.3;0.4122;Gen;1;108;82,4621386;65,15289582;46,3537586
Riparian;443;07 December 2016;0,525;Prionium serratum;1066;2;1065.9;0.1700;Sp;2;181;138,200436;109,1914273;77,68546581
Riparian;447;08 December 2016;0,464583333;Typha capensis;1524;2;1524.1;0.0462;Sp;1;70;53,44768242;42,22872877;30,0441028
